Latitude, Longitude
37.7925513991, -122.4027760995
37.7769277998, -122.4136926008
37.7765524023, -122.4144255982
37.7819338201, -122.4097656689
37.7817621016, -122.4098551978
37.7812918211, -122.4089572849
37.7849959013, -122.4085230005
37.7617625006, -122.4196612981
37.7646659975, -122.4219707974
37.7802458991, -122.4204455984
37.7247416013, -122.4597796013
37.7710646977, -122.4181581994
37.7858829022, -122.4113891979
37.7844944009, -122.4388379024
37.7690556002, -122.4518679005
37.7606115983, -122.4607751982
37.7804585983, -122.4797105992
37.7715133977, -122.4050025006
37.7726098009, -122.4039181002
37.7843265002, -122.4390912985
37.7628520978, -122.4603323990
37.7791292787, -122.4168209673
37.7792252795, -122.4168400669
37.7803086013, -122.4174748004
37.7640915018, -122.4668834989
37.7639333018, -122.4669777003
37.7156507008, -122.4396534001
37.7969996975, -122.3969979004
37.7971216989, -122.3976358973
37.7971127023, -122.3977064003
37.7957514980, -122.4008449984
37.7386718997, -122.4684133974
37.7376248994, -122.4696523992
37.7966815987, -122.4232228023
37.7876835027, -122.4219485016
37.7913959985, -122.4060316977
37.7373896976, -122.4695713015
37.7374833011, -122.4698218980
37.7370570981, -122.4699695983
37.7768107996, -122.4080720988
37.7627571978, -122.4193563980
37.7623771009, -122.4193199982
37.7915001017, -122.4052145013
37.7608322994, -122.4191721023
37.7922283997, -122.3970308022
37.7929872022, -122.3933591989
37.7563922991, -122.4187471007
37.7556287021, -122.4188560990
37.7922061988, -122.4005834998
37.7920917020, -122.4014778991
37.7927218982, -122.3944171012
37.7809224975, -122.3965045025
37.7528571979, -122.4185891018
37.7822247994, -122.4672153999
37.7798530002, -122.4779481979
37.7252987017, -122.4350845979
37.8001021025, -122.4391530005
37.7999449027, -122.4390453992
37.7314149988, -122.4722234977
37.7577311014, -122.4058938992
37.7578332991, -122.4059031026
37.7665374026, -122.4213046988
37.7652199016, -122.4180177019
37.7648774003, -122.4214087014
37.7405070000, -122.4652508998
37.7402428024, -122.4653636978
37.7634005983, -122.4189886001
37.7633911994, -122.4191434977
37.7635096022, -122.4191891008
37.7618542992, -122.4199657009
37.7636033007, -122.4176390019
37.7602125973, -122.4188082998
37.7602248014, -122.4201564004
37.7570907016, -122.4187607017
37.7570222997, -122.4198975002
37.7586878006, -122.4189134983
37.7585691017, -122.4193278995
37.7553037022, -122.4200461001
37.7538176019, -122.4181307011
37.7561601986, -122.4200100021
37.7522425026, -122.4191297011
37.7801414997, -122.4806853977
37.7804132019, -122.4806977974
37.7665291996, -122.4077629016
37.7795907975, -122.4219253005
37.7786565003, -122.4159585980
37.7787679014, -122.4161657986
37.7801218022, -122.4811208991
37.7431768988, -122.4709126016
37.8071986017, -122.4190423002
37.8072294024, -122.4164537002
37.8068123021, -122.4137723015
37.8068789997, -122.4137859975
37.8076936984, -122.4140835998
37.8080056001, -122.4140124989
37.8060524994, -122.4220509005
37.8061725003, -122.4222108998
37.8062478983, -122.4220903010
37.8060887986, -122.4188173019
37.8071481985, -122.4122947005
37.8069205013, -122.4154770018
37.8075439976, -122.4156031997
37.7949564018, -122.4014411976
37.7959063006, -122.3998468981
37.8057012026, -122.4123719984
37.8062123981, -122.4137841982
37.8062767991, -122.4136618001
37.8059905012, -122.4154273027
37.7984068011, -122.4246380978
37.8038776022, -122.4021895004
37.7830709022, -122.4655754024
37.7827285015, -122.4654113015
37.7824366995, -122.4653902014
37.7631801990, -122.4597387982
37.7392226019, -122.4176143983
37.7775152986, -122.4213293024
37.7818071012, -122.4213634000
37.7817423985, -122.4218709019
37.7985073783, -122.4248262436
37.7981538062, -122.4266283196
37.7781979990, -122.4206926019
37.7781790000, -122.4208420009
37.7813214985, -122.4018940997
37.7981645976, -122.4104811025
37.7990089011, -122.4106565022
37.7796102253, -122.4154413957
37.7403506999, -122.4661300999
37.7994147976, -122.4107371026
37.8000648019, -122.4090441149
37.7801313017, -122.4152812005
37.7981177987, -122.4269118008
37.7980551020, -122.4283836016
37.7979133976, -122.4285186005
37.7957782977, -122.4100184997
37.7765948986, -122.4182581005
37.7971162003, -122.4338777994
37.7979281497, -122.4293818248
37.7990443052, -122.4000182189
37.7990692050, -122.3998733182
37.7773948003, -122.4184826014
37.7782022011, -122.4165719018
37.7974540022, -122.4331100003
37.7973018986, -122.4333270022
37.7867228975, -122.4211942979
37.7865207986, -122.4228088983
37.8004655027, -122.4009002016
37.8005334017, -122.4013108981
37.7734624975, -122.4028399975
37.8071085243, -122.4087924855
37.7889683981, -122.4351877009
37.7822964982, -122.4660960974
37.7806281977, -122.4809525011
37.7612188001, -122.4358593987
37.7252641012, -122.4349632000
37.7636659973, -122.4657955000
37.8000992973, -122.4391769001
37.7999159013, -122.4392442011
37.7319688023, -122.4745576007
37.7297025983, -122.4050947015
37.7650332981, -122.4211078973
37.7391184986, -122.4681765025
37.7402878021, -122.4655704012
37.7633724016, -122.4214604010
37.7787537024, -122.4051458982
37.7965094008, -122.4096250978
37.7961425976, -122.4060151015
37.7536135976, -122.4885615983
37.7536118989, -122.4886008983
37.7535624009, -122.4897195024
37.7768189021, -122.4048079007
37.7976782014, -122.4003235993
37.7634998009, -122.4216422995
37.7536998027, -122.4909670984
37.7536885989, -122.4912202989
37.7861274023, -122.4107919985
37.7909134020, -122.4007712991
37.7465180986, -122.4208234993
37.7773399995, -122.4179193989
37.7779735987, -122.4180549008
37.7779543986, -122.4196556990
37.7932557025, -122.4067612977
37.7426126011, -122.4837637020
37.7752476026, -122.4105485992
37.7833933988, -122.4204280020
37.7830365979, -122.4028398019
37.7427640007, -122.4840722007
37.7429501013, -122.4760817995
37.7763691013, -122.4112760981
37.7839834009, -122.4117497985
37.7797360000, -122.4025752020
37.7428948980, -122.4773386994
37.7430295002, -122.4780318995
37.7430270024, -122.4780893994
37.7851716977, -122.3970209003
37.7868339018, -122.4052166023
37.7839185026, -122.3986071979
37.7841599015, -122.3972695020
37.7808250998, -122.3900988006
37.7900849012, -122.4098970012
37.7899193977, -122.4112164022
37.7897244011, -122.4116911979
37.7871180986, -122.3998927024
37.7836832003, -122.3964856991
37.7832818021, -122.3966161997
37.7282487013, -122.4316534993
37.7968614017, -122.4036437997
37.7976634995, -122.4036936999
37.7852704980, -122.4175960978
37.7659784023, -122.4077073016
37.7842424017, -122.4106593018
37.7319180973, -122.4735467990
37.7861061011, -122.4175669008
37.7859417991, -122.4188512989
37.7969649014, -122.4059982986
37.7968877991, -122.4066261982
37.7210104976, -122.4804090017
37.7622690973, -122.4102579986
37.7860114974, -122.4192880017
37.7847322010, -122.4209180974
37.7219384023, -122.4808760022
37.7682260991, -122.4068673008
37.7849777014, -122.3972665013
37.7255911016, -122.4633469002
37.7252693985, -122.4619380978
37.7721415990, -122.4200287999
37.7505798013, -122.4200562981
37.7526410007, -122.4126147998
37.7527948980, -122.4130619017
37.7714214985, -122.4224051979
37.7710355007, -122.4223683008
37.7807080996, -122.4057868009
37.7995234997, -122.4007995014
37.8027551023, -122.4018028155
37.8032608003, -122.4023171009
37.7825133995, -122.4123906006
37.7833921024, -122.4124102981
37.7844124985, -122.4127680992
37.7771171973, -122.3992907980
37.7974931010, -122.4024461989
37.7755968989, -122.4161690005
37.7755592977, -122.4161218998
37.8055200026, -122.4223565997
37.7821075980, -122.3986386021
37.7808801019, -122.3949725979
37.7824123026, -122.3930476994
37.7945165978, -122.4063959976
37.7933560003, -122.4059330986
37.7625122004, -122.4215477013
37.7391720981, -122.4674578996
37.7618337021, -122.4216994976
37.7822182001, -122.4172251985
37.7854748991, -122.4225370006
37.7589426999, -122.4214226992
37.7828773976, -122.4190439989
37.7805809014, -122.4199896005
37.7845462010, -122.3956060016
37.7770905987, -122.3979304989
37.7547986981, -122.4210258999
37.7819905979, -122.4199220982
37.7874468983, -122.4145164021
37.7874848013, -122.4152889007
37.7873203986, -122.4155138989
37.7843637996, -122.4172364024
37.7524755028, -122.4117935018
37.7831588005, -122.4182569997
37.7968818982, -122.4001968984
37.7719628018, -122.4310880003
37.7720043984, -122.4317393021
37.7719855000, -122.4318874997
37.7830425993, -122.4201470015
37.7815315992, -122.4159016010
37.7967781973, -122.4003307016
37.7943698977, -122.4051416011
37.7943522007, -122.4059196987
37.7943237022, -122.4061438979
37.7653667022, -122.4220378974
37.7813057014, -122.4177483020
37.7811615997, -122.4199449976
37.7826836024, -122.4717787986
37.7820577984, -122.4824378972
37.7607834999, -122.4358669982
37.7834291001, -122.3894664028
37.7826320984, -122.4623198991
37.7819917993, -122.4839928017
37.7607193001, -122.4369022974
37.7614021011, -122.4349450001
37.7987796002, -122.3975003005
37.7821726975, -122.4799892974
37.7821394996, -122.4807189980
37.7601241012, -122.4348261000
37.7808026028, -122.4750461986
37.7896163025, -122.3916981013
37.7932987017, -122.3974868000
37.7931091980, -122.3986537007
37.7911563990, -122.3925639016
37.7911762071, -122.3928246181
37.7910466061, -122.3929868191
37.7954104998, -122.4009614007
37.7954156016, -122.4016825014
37.7954735988, -122.4016936996
37.7958703981, -122.4017830004
37.7964073987, -122.3961458017
37.7924292021, -122.3979265985
37.7924877022, -122.3984669016
37.7923834984, -122.3991976024
37.7905862004, -122.4059134011
37.7904869978, -122.3936938995
37.7911684019, -122.3942243007
37.7868404006, -122.3949051012
37.7877660979, -122.3934659005
37.7901769009, -122.4080791005
37.7902839993, -122.4083047022
37.7897427016, -122.3924348985
37.7935886987, -122.4001189020
37.7873257016, -122.4080764015
37.7873168000, -122.4007939973
37.7867869017, -122.4014652983
37.7943093021, -122.4020819996
37.7942175985, -122.4027901978
37.7938920007, -122.3977692981
37.7908518006, -122.3970525001
37.7864503012, -122.3926120975
37.7886114017, -122.4067235009
37.7945111998, -122.3968727027
37.7861338005, -122.3980171007
37.7870507025, -122.3943183009
37.7881413044, -122.3956811149
37.7875950010, -122.3946937990
37.7656297990, -122.4198190008
37.7940743015, -122.4044758991
37.7937656016, -122.4045724028
37.7636640024, -122.4194432010
37.7889949017, -122.4024260991
37.7890886002, -122.4025371985
37.7888500010, -122.4044369009
37.7852424019, -122.3961757977
37.7792998002, -122.3934652020
37.7787508973, -122.3924660009
37.7834335984, -122.4108951015
37.7846383014, -122.4109676999
37.7815260001, -122.3959427976
37.7816411004, -122.3921814018
37.7868553986, -122.4098829978
37.7825666972, -122.3940987007
37.7819949006, -122.3948203993
37.7808371977, -122.3931937010
37.7802814038, -122.3991352189
37.7799821028, -122.3987548146
37.7696301014, -122.4175184981
37.7881735981, -122.3887221009
37.7811151975, -122.4773533007
37.7808928982, -122.4773372018
37.7800093003, -122.4772782994
37.8084286013, -122.4136448016
37.7915714988, -122.3902884998
37.7800965001, -122.4794320015
37.7774614979, -122.4213185010
37.7849919003, -122.3981443995
37.7800523040, -122.3941029142
37.7915577021, -122.3951590002
37.7114126555, -122.4048240978
37.7841793978, -122.3889797998
37.7830451977, -122.4665081014
37.7826344007, -122.4664823019
37.7648527016, -122.4664368999
37.7646968988, -122.4664259979
37.7628544000, -122.4661482998
37.7390841999, -122.4173268990
37.7389526990, -122.4148165022
37.8009000988, -122.4003922974
37.7825792980, -122.4696968009
37.7388933998, -122.4137127006
37.7344524999, -122.4335443002
37.7345482994, -122.4336214976
37.7973721390, -122.3956905973
37.7982087982, -122.3970040024
37.7929314011, -122.4210854002
37.7882593003, -122.4196920988
37.7698766020, -122.4474727993
37.7698022992, -122.4490321015
37.7697748010, -122.4492479020
37.7486219004, -122.4158004985
37.7851484016, -122.4129174982
37.7973853991, -122.3996830990
37.7975728017, -122.3997218010
37.7977081024, -122.3995769002
37.7675711986, -122.4222490990
37.7667193011, -122.4221674983
37.7666686018, -122.4221625977
37.7805330017, -122.4093868003
37.7804248025, -122.4095240009
37.7801117998, -122.4096633025
37.7825525989, -122.4139285010
37.7959880018, -122.4072719009
37.7704081991, -122.4035218989
37.7833826979, -122.4140924008
37.8014871002, -122.4012609978
37.7969654993, -122.4006442015
37.7773524997, -122.4159695000
37.7929741991, -122.4226929990
37.7808294070, -122.4149607159
37.7830556975, -122.4115210005
37.7964383000, -122.4036482980
37.7963281003, -122.4038811025
37.7977831987, -122.4053749979
37.7827786979, -122.4136923996
37.7827533008, -122.4148974993
37.7827403982, -122.4149990992
37.7934034978, -122.4205497016
37.7931775999, -122.4223331024
37.7931694024, -122.4223975984
37.7976220985, -122.3985216019
37.7753127021, -122.4161055998
37.7969037023, -122.4214948003
37.7879123007, -122.4119155982
37.7477520992, -122.4201344007
37.7440505105, -122.4535728166
37.7515973978, -122.4299637021
37.7650869981, -122.4317743999
37.7949900021, -122.4222976023
37.7993819014, -122.4019247998
37.7542385020, -122.4782800989
37.7649548993, -122.4323825014
37.7634220728, -122.4338794925
37.7938501024, -122.4232935009
37.7952640009, -122.4201511980
37.7950725974, -122.4208060985
37.7951836017, -122.4207809975
37.7897582975, -122.4199411978
37.7887045023, -122.4196783022
37.7802827013, -122.3982671999
37.7632209015, -122.4341339001
37.7704291985, -122.4250043982
37.7429977999, -122.4749961027
37.7851085988, -122.4188874976
37.7856951029, -122.3881839995
37.7827398003, -122.4705600978
37.7825434011, -122.4716040974
37.7831671991, -122.4622208027
37.8024223027, -122.4007354022
37.7832230003, -122.4623635018
37.7822319017, -122.4786669013
37.7608204027, -122.4370495004
37.7620047991, -122.4350010974
37.7806557015, -122.4753518028
37.7948349703, -122.4214655609
37.7898576007, -122.4204629992
37.7903096982, -122.4207113997
37.7870590051, -122.4175826143
37.7693788008, -122.4513770004
37.7693969001, -122.4522105974
37.8002864988, -122.4013145973
37.7888382998, -122.4236181990
37.7649452993, -122.4495737010
37.7802302026, -122.4787317996
37.7804499985, -122.4799001978
37.7804334023, -122.4802667999
37.7795397014, -122.4219148007
37.7801238977, -122.4810727981
37.7433601998, -122.4704966021
37.7431860015, -122.4707056021
37.7261734985, -122.4333709010
37.7785447975, -122.4170134996
37.7784758982, -122.4175551997
37.7786567015, -122.4176861026
37.7767003988, -122.3968896006
37.7527680983, -122.4206145999
37.7528200996, -122.4206196011
37.7772983973, -122.4610657987
37.7772924014, -122.4611981993
37.7761253041, -122.3963903188
37.7773701945, -122.3962840235
37.7766851996, -122.4380362013
37.7890819003, -122.4063243994
37.7766387024, -122.3972323981
37.7695640017, -122.4224453026
37.7598167983, -122.4215064009
37.7793901012, -122.4012302977
37.7794654992, -122.4183012002
37.7806805008, -122.4202076026
37.7619855990, -122.4177918990
37.7618134056, -122.4206423163
37.7602182020, -122.4202647002
37.7601234977, -122.4202824977
37.7601146017, -122.4204293990
37.7585082994, -122.4203353987
37.7570675005, -122.4191457999
37.7568741021, -122.4208033995
37.7555374008, -122.4179938023
37.7554139019, -122.4182145984
37.7539104008, -122.4181445983
37.7545685981, -122.4207869989
37.7539648999, -122.4209459980
37.7815763027, -122.4221506004
37.8011425984, -122.4107753017
37.8003281009, -122.4109279976
37.7779288002, -122.4228059982
37.7430098028, -122.4784810019
37.7799802074, -122.4073094355
37.7957903006, -122.4066471976
37.7431561005, -122.4751486981
37.7811555982, -122.4052205027
37.7809962974, -122.4054220987
37.7822403003, -122.4114348010
37.7821835996, -122.4118751974
37.7821130016, -122.4124619027
37.7470918008, -122.4200712011
37.7461112019, -122.4201941022
37.7277916026, -122.4326333997
37.7304463022, -122.4044716020
37.7712115989, -122.4226019994
37.7805337001, -122.4060076025
37.7802780018, -122.4063310993
37.7793060978, -122.4078487993
37.7814650972, -122.4121600983
37.8020414910, -122.4016633126
37.7788029992, -122.4084850025
37.7784061999, -122.4089867991
37.7821540003, -122.4073306021
37.7827881974, -122.4124469996
37.7984846019, -122.3986930006
37.7740041026, -122.4196677019
37.7803172012, -122.4094026980
37.7813410004, -122.4136764013
37.7826960021, -122.4139575974
37.7829492976, -122.4140036979
37.7961360988, -122.4054190979
37.7961149988, -122.4062377975
37.7737339985, -122.4195718017
37.7738750995, -122.4190188979
37.7752858017, -122.4181706996
37.7746715982, -122.4176935011
37.7832416975, -122.4140635000
37.7807904032, -122.4142734166
37.8028746059, -122.4030377157
37.7741749984, -122.4167780017
37.7701760986, -122.4038142988
37.7832063985, -122.4113180020
37.7831978992, -122.4113840011
37.7828952008, -122.4127715972
37.7766178985, -122.4150514023
37.7762718030, -122.4149235170
37.7934118015, -122.4204839987
37.7721011982, -122.4209172984
37.7858912003, -122.4118342993
37.7868055989, -122.4509520994
37.7863635988, -122.4544241016
37.7236859006, -122.4368322973
37.7863883980, -122.4163285025
37.7864870028, -122.4155465995
37.7304070973, -122.4046260973
37.7826636982, -122.4105711018
37.7638521985, -122.4688243007
37.7326947980, -122.3912922998
37.7321951975, -122.3914659002
37.7789559019, -122.4051968993
37.7763363001, -122.4202872028
37.7744328984, -122.4208865983
37.7809016992, -122.4209213999
37.7767757018, -122.3983291981
37.7394806024, -122.4666577016
37.7407707003, -122.4660814011
37.7405011997, -122.4659940002
37.7768553019, -122.4211963990
37.7501972009, -122.4205853024
37.7757391007, -122.4239093025
37.7811080002, -122.4239168015
37.7807301999, -122.4238403977
37.7822112990, -122.4239689984
37.7830482990, -122.4241383017
37.7840441977, -122.4243397021
37.7858293028, -122.4246985984
37.7859945995, -122.4247319975
37.7857403987, -122.4240016990
37.7853498020, -122.4235811007
37.7853259974, -122.4237987005
37.7826046002, -122.4235201978
37.7825159979, -122.4233695974
37.7824627002, -122.4237881002
37.7847451070, -122.4132443315
37.7870031995, -122.4165116974
37.7860036016, -122.4146282000
37.7851198976, -122.4146028978
37.7884694011, -122.4150503014
37.7884275027, -122.4144001004
37.8063742024, -122.4171906986
37.8076152996, -122.4172999987
37.7809001737, -122.4639130251
37.8071920973, -122.4167475027
37.8078862977, -122.4139881020
37.8066007988, -122.4189220981
37.8054067017, -122.4147197024
37.7935021975, -122.3987317027
37.8057092995, -122.4123072007
37.8044442021, -122.4163275023
37.7891992972, -122.4011656006
37.7489636977, -122.4186419022
37.7899031983, -122.4330748019
37.7869195984, -122.4333717001
37.7922864974, -122.4222380013
37.7624175017, -122.4613530019
37.7253672992, -122.4347130002
37.7783127976, -122.4188354013
37.7791627784, -122.4168276672
37.7830763002, -122.4402147026
37.7639417005, -122.4667882973
37.7639259984, -122.4671451987
37.7965816976, -122.3968939983
37.7741841012, -122.4371696019
37.7970604998, -122.3981155992
37.7719326996, -122.4313244985
37.7837818677, -122.4175439211
37.7839938001, -122.4177430996
37.7848514979, -122.4179173985
37.7517331009, -122.4297468008
37.7950418022, -122.4065005981
37.7854310003, -122.4178751984
37.7865012017, -122.4180887022
37.7651175027, -122.4220139978
37.7394089986, -122.4675378015
37.7389391985, -122.4680960027
37.7386773982, -122.4680454989
37.7840755013, -122.4195442979
37.7903350004, -122.3981539995
37.7813215990, -122.4045573992
37.7579578989, -122.4213284028
37.7827600007, -122.4191911013
37.7824705009, -122.4160982014
37.7845080019, -122.3955580012
37.7781027974, -122.3966493976
37.7778196008, -122.3970078022
37.7916494002, -122.4058151987
37.7532018003, -122.4208729972
37.7810770989, -122.4220495985
37.7823952985, -122.4223161989
37.8012608000, -122.4077614990
37.8010674016, -122.4109117982
37.7779798013, -122.4224061982
37.7807946009, -122.4217623004
37.7807852019, -122.4218359997
37.7824112018, -122.4210916978
37.7823682976, -122.4214282983
37.8017391999, -122.4112085008
37.7756185018, -122.4211252981
37.7991248005, -122.4073308983
37.7785073024, -122.4217079018
37.7817150009, -122.4220863001
37.7817872026, -122.4016112999
37.7810140000, -122.4022832994
37.7811133982, -122.4024640021
37.7992779993, -122.4104139020
37.7986439028, -122.4104292017
37.7961893016, -122.3985130020
37.7514477976, -122.4306185019
37.7515464973, -122.4308094026
37.7515219998, -122.4312159975
37.7990232007, -122.3983157982
37.7826182012, -122.4699751974
37.7513271988, -122.4326184017
37.7833944996, -122.4591214990
37.7602837988, -122.4350438004
37.7854880028, -122.3882006013
37.7830397998, -122.4608011988
37.7830079988, -122.4614922979
37.7831316990, -122.4620404017
37.7692325980, -122.4221952983
37.7882655979, -122.3885812011
37.7881801025, -122.3884735999
37.7806825013, -122.4773219020
37.7805935022, -122.4783883986
37.7801336990, -122.4782164020
37.7825228990, -122.3884379991
37.7813015998, -122.3885510989
37.7865160991, -122.3891403020
37.7828612988, -122.4646830985
37.7381480028, -122.4693355018
37.7866356977, -122.3892424998
37.7862043985, -122.4403988977
37.7871034023, -122.4474098009
37.7757080988, -122.4959756990
37.8011678000, -122.3996261020
37.8048958973, -122.4052580983
37.7887425003, -122.3878138994
37.7848254022, -122.3883912002
37.7867868011, -122.4498972983
37.8020703019, -122.4004246012
37.7890180022, -122.3883674012
37.7885898993, -122.3882268981
37.7881964975, -122.3876693004
37.7864277986, -122.4523025972
37.7755786990, -122.4988052004
37.7820965004, -122.4491651000
37.7694624019, -122.4496721995
37.8049247981, -122.4052638986
37.7811065976, -122.4685159975
37.7287983027, -122.4044556987
37.7841091015, -122.4332699997
37.7985006002, -122.4074320008
37.7770548974, -122.4229293016
37.7798316990, -122.4320738015
37.7808750001, -122.4322849025
37.7998942983, -122.4097550006
37.7770202019, -122.4223948994
37.7724937004, -122.4098740012
37.7766211004, -122.4255225004
37.7994552989, -122.4409615022
37.7997685977, -122.4411834997
37.8006174040, -122.4013793170
37.7752880984, -122.4225718022
37.7704454985, -122.4073028022
37.7722248983, -122.4122345016
37.8008179047, -122.4015801195
37.7989363027, -122.3988978990
37.7987206028, -122.3993048013
37.7986774974, -122.3996374008
37.7982651894, -122.4041481701
37.7886833017, -122.4057209023
37.7916828998, -122.3928582014
37.7912077018, -122.3922623989
37.7909721983, -122.3922234007
37.7907709991, -122.3919713010
37.7868831986, -122.4010856987
37.7940783025, -122.3976493978
37.7884154999, -122.4078542979
37.7908984990, -122.3971111008
37.7871488993, -122.3923826010
37.7870336984, -122.3922374991
37.7936973003, -122.3987729975
37.7939668008, -122.3989902006
37.7895249006, -122.4057356992
37.7905691014, -122.3964192026
37.7895281975, -122.3977383018
37.7899286010, -122.3906589017
37.7908298009, -122.4030383022
37.7888734982, -122.3988388010
37.7873646998, -122.4026732982
37.7869267006, -122.3941632972
37.7938568973, -122.4020044000
37.7879322999, -122.4041307994
37.7871399977, -122.4049838983
37.7891053976, -122.3948410020
37.7658367985, -122.4196566993
37.7893933997, -122.4052914974
37.7900142976, -122.4054199026
37.7888265987, -122.3957883024
37.7881619976, -122.3966322985
37.7638863017, -122.4194645022
37.7851139017, -122.3963197988
37.7860979986, -122.4001298991
37.7829712973, -122.4108013974
37.7738496018, -122.4211468005
37.7817664993, -122.4189902988
37.7814973005, -122.4161789973
37.7835932010, -122.3988430982
37.7797669013, -122.3937454984
37.7791139007, -122.3929273018
37.7800045003, -122.4205023998
37.7851302017, -122.4327607990
37.7851309002, -122.4337788985
37.7773249009, -122.4635120013
37.7764426039, -122.3959871158
37.7758962044, -122.3966815173
37.7772243013, -122.3916468990
37.7761078988, -122.3983309024
37.7801614989, -122.4005766992
37.7855252017, -122.3989752975
37.7764469021, -122.3974768982
37.7948770978, -122.4058344995
37.7792388023, -122.4014226009
37.7981082992, -122.4087800008
37.7979234000, -122.4086125025
37.7970977993, -122.4049327017
37.7537373983, -122.4194635020
37.7560179018, -122.4199964010
37.7556726009, -122.4198107028
37.7887193997, -122.4346421004
37.7907505025, -122.4334047974
37.8001629998, -122.4418809020
37.7968395025, -122.4369613004
37.7971721021, -122.4322044977
37.8002247018, -122.4404123982
37.8065305975, -122.4220685025
37.8063032021, -122.4227588975
37.8060722974, -122.4238928014
37.8076094993, -122.4134107006
37.8074785014, -122.4144262017
37.8072013007, -122.4166747981
37.7802990013, -122.4831665025
37.7942616985, -122.4200533980
37.7879799985, -122.4202396997
37.7889402014, -122.4202773010
37.7890401975, -122.4204543994
37.7770075005, -122.4383196996
37.7773195029, -122.4381630977
37.7799963978, -122.4837871992
37.7801810008, -122.4856701994
37.7879138988, -122.4228718017
37.7861798004, -122.4232577996
37.7701579993, -122.4462422018
37.7700004027, -122.4465023984
37.7855443013, -122.4154056997
37.7880686008, -122.4474898984
37.7868942012, -122.4468193014
37.7769343992, -122.4123547987
37.7692572017, -122.4533062016
37.7137575977, -122.4436640010
37.7170765017, -122.4404342973
37.7823123009, -122.4799621010
37.7317921006, -122.3916053974
37.7959197004, -122.4051675011
37.7833524001, -122.4101627019
37.7535005984, -122.4911179000
37.7441881978, -122.4537726992
37.7441687401, -122.4534353930
37.7511940998, -122.4319259000
37.7653376338, -122.4314574075
37.7949205999, -122.4228406993
37.8014243980, -122.4007981994
37.7812554994, -122.3970537015
37.7808213000, -122.3976041020
37.7668886994, -122.4077992008
37.7541337003, -122.4773284008
37.7645397995, -122.4332059004
37.7907194001, -122.4188954995
37.7891139974, -122.4236741007
37.7863769987, -122.4239572023
37.7871757035, -122.4101584163
37.7863263999, -122.4097745975
37.8003495027, -122.4094892998
37.7614311025, -122.4351506026
37.7867011995, -122.4054189974
37.7838395004, -122.3987070990
37.7845753980, -122.3976131991
37.7802564994, -122.3908217006
37.7280153994, -122.4318960996
37.7273241997, -122.4326627978
37.7272827987, -122.4327087977
37.7890144986, -122.4097631981
37.7864966978, -122.4078848974
37.7683945977, -122.4188902021
37.7978194979, -122.4077208021
37.7536808987, -122.4162845981
37.7828550012, -122.4419497007
37.7882338976, -122.4461922010
37.7881235023, -122.4479051993
37.7621473026, -122.4652464015
37.7634599981, -122.4777450987
37.7283974019, -122.4039932021
37.7879233983, -122.4494762027
37.7877025017, -122.4512112008
37.7635234994, -122.4798028001
37.7431189016, -122.4722358973
37.7304885973, -122.4703282991
37.7862451010, -122.4239285977
37.7975037013, -122.4036612005
37.7316402987, -122.4733495002
37.7853314009, -122.4171258004
37.7852790979, -122.4175290984
37.7851485972, -122.4175825973
37.7667081979, -122.4077810009
37.7842799974, -122.4103612022
37.7324632005, -122.4747604986
37.7860047025, -122.4183486027
37.7859136973, -122.4190753025
37.7919486006, -122.4105845016
37.7918291976, -122.4101858025
37.7969455001, -122.4061559008
37.7967656021, -122.4076028016
37.7216500983, -122.4805770980
37.7676770006, -122.4068148022
37.7679975022, -122.4068455023
37.7847746973, -122.4215604977
37.7814108998, -122.3967413974
37.7683417973, -122.4071717986
37.7723828972, -122.4194182006
37.7843776018, -122.4202076026
37.7843004995, -122.4208134019
37.7827822016, -122.4654152018
37.7715170019, -122.4201827028
37.7704020020, -122.4200801977
37.7976278988, -122.4014330001
37.7976180975, -122.4015105997
37.7978905818, -122.4058384999
37.7434390009, -122.4745783990
37.7440611002, -122.4216409975
37.7720049013, -122.4061801021
37.7720903017, -122.4067125988
37.7640190990, -122.4186669027
37.7648693983, -122.4186025017
37.7695756023, -122.4201945995
37.7865092986, -122.4552026016
37.7864835997, -122.4551973992
37.7729934015, -122.4206223001
37.7758087990, -122.4233622995
37.7816713982, -122.4238598996
37.7827225001, -122.4240723976
37.7862524995, -122.4234925990
37.7850605984, -122.4230330025
37.7824892987, -122.4235795976
37.7846155116, -122.4142629339
37.7846079980, -122.4161845015
37.7869859998, -122.4166625996
37.7858583991, -122.4147533977
37.8071370093, -122.4085660337
37.8070750021, -122.4090582018
37.7733022020, -122.4027363022
37.7637459998, -122.4205099993
37.7632440020, -122.4827783981
37.7633623992, -122.4832124018
37.7632173979, -122.4833826998
37.7887327996, -122.4186985974
37.7818745979, -122.4509072003
37.7816479009, -122.4526870025
37.7631804001, -122.4842215998
37.7631307010, -122.4853505024
37.7686111973, -122.4266332981
37.7869450011, -122.4184697994
37.7959120003, -122.4213744977
37.7882963986, -122.4201469009
37.7884593987, -122.4338176006
37.7810982996, -122.4655557999
37.7807960984, -122.4662194007
37.7423320980, -122.4264493992
37.7429580026, -122.4263754987
37.7996380021, -122.4367839002
37.7909710974, -122.4181532987
37.7907640980, -122.4184978006
37.7528183003, -122.4078417976
37.7528232009, -122.4095850994
37.7983439983, -122.4272434001
37.7810402018, -122.4608101004
37.7528368019, -122.4109250975
